Date,SO2,NOx,RSPM,SPM,AQI,Location,Carbon_Footprint,Zone,PM2.5,Cigarettes_per_Day
16-01-2019,34,61,60,221,76,Magarpatta,356.8,Red Zone,30.00,1.36
16-01-2019,21,30,60,221,60,Magarpatta,328.6,Red Zone,30.00,1.36
17-01-2019,17,25,53,116,53,Viman Nagar,201.3,Yellow Zone,26.50,1.20
17-01-2019,15,31,60,221,60,Hinjewadi,326.3,Red Zone,30.00,1.36
17-01-2019,34,58,58,221,73,Hinjewadi,352.9,Red Zone,29.00,1.32
18-01-2019,17,23,31,56,31,Hinjewadi,114.1,Green Zone,15.50,0.70
18-01-2019,33,70,56,221,88,Magarpatta,359,Red Zone,28.00,1.27
18-01-2019,17,26,20,221,33,Kharadi,287.8,Yellow Zone,10.00,0.45
19-01-2019,18,19,31,104,31,Baner,164.6,Green Zone,15.50,0.70
19-01-2019,19,29,46,221,46,Hinjewadi,314.3,Red Zone,23.00,1.05
19-01-2019,34,78,51,221,98,Koregaon Park,360.6,Red Zone,25.50,1.16
20-01-2019,10,30,25,53,38,Koregaon Park,106.8,Green Zone,12.50,0.57
20-01-2019,35,71,55,221,89,Hinjewadi,359.8,Red Zone,27.50,1.25
20-01-2019,18,28,27,221,35,Hinjewadi,296,Yellow Zone,13.50,0.61
21-01-2019,33,54,50,221,68,Hinjewadi,342.4,Red Zone,25.00,1.14
21-01-2019,25,36,37,95,45,Kharadi,175.5,Green Zone,18.50,0.84
22-01-2019,15,28,25,221,35,Viman Nagar,292.7,Yellow Zone,12.50,0.57
22-01-2019,33,61,56,221,76,Koregaon Park,352.7,Red Zone,28.00,1.27
23-01-2019,34,76,89,221,95,Magarpatta,393.4,Red Zone,44.50,2.02
23-01-2019,20,37,142,251,128,Hinjewadi,439.8,Red Zone,71.00,3.23
23-01-2019,14,28,50,221,101,Baner,314.7,Red Zone,25.00,1.14
24-01-2019,34,82,222,221,181,Koregaon Park,517.3,Red Zone,111.00,5.05
24-01-2019,14,90,161,221,141,Magarpatta,458,Red Zone,80.50,3.66
25-01-2019,30,93,151,221,134,Kharadi,459.1,Red Zone,75.50,3.43
25-01-2019,22,60,151,221,134,Koregaon Park,432,Red Zone,75.50,3.43
26-01-2019,37,47,133,221,122,Viman Nagar,414.2,Red Zone,66.50,3.02
26-01-2019,36,100,157,221,138,Koregaon Park,472.4,Red Zone,78.50,3.57
27-01-2019,36,82,208,221,172,Hinjewadi,505.7,Red Zone,104.00,4.73
27-01-2019,22,48,170,221,147,Viman Nagar,440.7,Red Zone,85.00,3.86
27-01-2019,22,33,90,244,90,Baner,383.5,Red Zone,45.00,2.05
28-01-2019,25,33,74,221,74,Magarpatta,345.3,Red Zone,37.00,1.68
28-01-2019,33,84,179,221,153,Baner,479.5,Red Zone,89.50,4.07
28-01-2019,24,37,78,231,78,Viman Nagar,362.2,Red Zone,39.00,1.77
29-01-2019,15,23,26,62,29,Hinjewadi,115.2,Green Zone,13.00,0.59
29-01-2019,14,40,34,221,101,Baner,308.7,Red Zone,17.00,0.77
29-01-2019,32,58,49,221,73,Magarpatta,343.8,Red Zone,24.50,1.11
30-01-2019,15,24,43,221,43,Baner,306.1,Red Zone,21.50,0.98
30-01-2019,42,67,48,221,84,Kharadi,354.2,Red Zone,24.00,1.09
30-01-2019,17,21,45,92,45,Kharadi,164.9,Green Zone,22.50,1.02
31-01-2019,44,62,64,221,78,Baner,366.1,Red Zone,32.00,1.45
31-01-2019,16,23,32,221,32,Viman Nagar,296,Yellow Zone,16.00,0.73
01-02-2019,35,67,72,221,84,Kharadi,372.3,Red Zone,36.00,1.64
01-02-2019,18,31,61,221,61,Kharadi,328.7,Red Zone,30.50,1.39
01-02-2019,17,35,71,103,71,Viman Nagar,210.2,Yellow Zone,35.50,1.61
02-02-2019,15,28,40,221,40,Magarpatta,306.2,Red Zone,20.00,0.91
02-02-2019,16,27,31,59,34,Koregaon Park,119.7,Green Zone,15.50,0.70
02-02-2019,35,87,76,221,107,Kharadi,389.9,Red Zone,38.00,1.73
03-02-2019,29,37,117,221,111,Magarpatta,388.8,Red Zone,58.50,2.66
03-02-2019,9,73,158,221,139,Baner,440.9,Red Zone,79.00,3.59
04-02-2019,20,60,111,212,107,Viman Nagar,385.1,Red Zone,55.50,2.52
04-02-2019,31,62,179,221,153,Hinjewadi,463.1,Red Zone,89.50,4.07
04-02-2019,15,78,195,221,163,Koregaon Park,480.7,Red Zone,97.50,4.43
05-02-2019,24,22,69,121,69,Koregaon Park,222.6,Yellow Zone,34.50,1.57
05-02-2019,34,86,64,221,106,Kharadi,377.9,Red Zone,32.00,1.45
05-02-2019,18,17,54,221,54,Koregaon Park,312.6,Red Zone,27.00,1.23
06-02-2019,18,22,47,221,47,Koregaon Park,309.8,Red Zone,23.50,1.07
06-02-2019,18,25,47,94,47,Viman Nagar,172.2,Green Zone,23.50,1.07
06-02-2019,35,86,76,221,106,Kharadi,389.2,Red Zone,38.00,1.73
07-02-2019,22,29,75,142,75,Baner,255,Yellow Zone,37.50,1.70
07-02-2019,34,72,89,221,90,Koregaon Park,390.6,Red Zone,44.50,2.02
07-02-2019,19,27,70,221,70,Hinjewadi,334.5,Red Zone,35.00,1.59
08-02-2019,23,24,64,126,64,Magarpatta,224.5,Yellow Zone,32.00,1.45
08-02-2019,17,29,60,221,60,Magarpatta,325.9,Red Zone,30.00,1.36
08-02-2019,35,54,107,221,105,Kharadi,394.7,Red Zone,53.50,2.43
09-02-2019,35,83,90,221,103,Koregaon Park,399.7,Red Zone,45.00,2.05
09-02-2019,17,25,67,127,67,Hinjewadi,226,Yellow Zone,33.50,1.52
09-02-2019,15,30,57,221,57,Baner,322.9,Red Zone,28.50,1.30
10-02-2019,22,40,112,221,108,Hinjewadi,382.9,Red Zone,56.00,2.55
10-02-2019,21,31,81,191,81,Baner,315.2,Red Zone,40.50,1.84
10-02-2019,35,66,133,221,122,Baner,426.5,Red Zone,66.50,3.02
11-02-2019,35,73,130,221,120,Magarpatta,428.7,Red Zone,65.00,2.95
11-02-2019,20,39,101,192,101,Magarpatta,339.4,Red Zone,50.50,2.30
12-02-2019,34,53,125,221,117,Magarpatta,409.7,Red Zone,62.50,2.84
12-02-2019,25,43,79,221,79,Kharadi,356.8,Red Zone,39.50,1.80
13-02-2019,30,51,86,221,86,Viman Nagar,371.2,Red Zone,43.00,1.95
13-02-2019,35,62,152,221,135,Magarpatta,440.8,Red Zone,76.00,3.45
13-02-2019,23,49,84,162,84,Magarpatta,299.6,Yellow Zone,42.00,1.91
14-02-2019,29,61,157,221,138,Baner,441.6,Red Zone,78.50,3.57
14-02-2019,23,36,83,221,83,Kharadi,354.5,Red Zone,41.50,1.89
14-02-2019,19,52,77,184,77,Koregaon Park,317.6,Red Zone,38.50,1.75
15-02-2019,25,27,70,221,70,Viman Nagar,337.5,Red Zone,35.00,1.59
15-02-2019,18,30,95,146,95,Kharadi,276.1,Yellow Zone,47.50,2.16
15-02-2019,6,61,144,221,129,Hinjewadi,418.4,Red Zone,72.00,3.27
16-02-2019,9,69,116,221,111,Hinjewadi,400.3,Red Zone,58.00,2.64
16-02-2019,20,54,64,157,68,Magarpatta,278.1,Yellow Zone,32.00,1.45
16-02-2019,17,36,56,221,56,Magarpatta,327.2,Red Zone,28.00,1.27
17-02-2019,16,31,45,221,45,Koregaon Park,313.3,Red Zone,22.50,1.02
17-02-2019,9,65,91,221,91,Magarpatta,375,Red Zone,45.50,2.07
18-02-2019,8,67,67,221,84,Viman Nagar,354.3,Red Zone,33.50,1.52
19-02-2019,17,37,64,221,64,Koregaon Park,335.1,Red Zone,32.00,1.45
19-02-2019,10,67,82,221,84,Baner,368.8,Red Zone,41.00,1.86
20-02-2019,9,65,83,221,83,Viman Nagar,367.8,Red Zone,41.50,1.89
20-02-2019,15,29,82,221,82,Hinjewadi,344.7,Red Zone,41.00,1.86
20-02-2019,20,38,65,109,65,Baner,215,Yellow Zone,32.50,1.48
21-02-2019,7,71,114,221,109,Koregaon Park,398.9,Red Zone,57.00,2.59
21-02-2019,18,37,92,221,92,Koregaon Park,360.8,Red Zone,46.00,2.09
22-02-2019,18,35,110,158,107,Viman Nagar,306.3,Red Zone,55.00,2.50
22-02-2019,22,41,95,221,95,Kharadi,368.3,Red Zone,47.50,2.16
22-02-2019,7,60,141,221,127,Baner,415.5,Red Zone,70.50,3.20
23-02-2019,8,65,132,221,121,Magarpatta,411.4,Red Zone,66.00,3.00
23-02-2019,23,51,98,248,98,Baner,408.2,Red Zone,49.00,2.23
24-02-2019,37,121,262,221,212,Kharadi,582.1,Red Zone,131.00,5.95
24-02-2019,29,96,171,221,147,Hinjewadi,478.7,Red Zone,85.50,3.89
24-02-2019,22,99,158,280,139,Magarpatta,530.5,Red Zone,79.00,3.59
24-02-2019,50,58,217,442,178,Hinjewadi,747.1,Red Zone,108.50,4.93
25-02-2019,9,26,53,221,53,Kharadi,313.5,Red Zone,26.50,1.20
25-02-2019,31,86,159,221,139,Koregaon Park,461.9,Red Zone,79.50,3.61
25-02-2019,21,98,109,264,118,Magarpatta,467.6,Red Zone,54.50,2.48
26-02-2019,45,66,104,299,103,Baner,491.2,Red Zone,52.00,2.36
26-02-2019,61,54,115,221,110,Magarpatta,414.9,Red Zone,57.50,2.61
26-02-2019,36,84,150,221,133,Hinjewadi,454.9,Red Zone,75.00,3.41
27-02-2019,37,76,363,221,316,Viman Nagar,641.5,Red Zone,181.50,8.25
28-02-2019,23,42,76,159,76,Viman Nagar,284.2,Yellow Zone,38.00,1.73
28-02-2019,34,51,178,221,152,Koregaon Park,456,Red Zone,89.00,4.05
01-03-2019,17,41,54,111,54,Magarpatta,207.9,Yellow Zone,27.00,1.23
01-03-2019,30,60,151,221,134,Koregaon Park,436,Red Zone,75.50,3.43
01-03-2019,17,27,45,221,45,Koregaon Park,311,Red Zone,22.50,1.02
02-03-2019,13,22,56,221,56,Koregaon Park,315.4,Red Zone,28.00,1.27
02-03-2019,44,73,45,221,91,Magarpatta,356.7,Red Zone,22.50,1.02
02-03-2019,12,14,33,57,33,Hinjewadi,108.2,Green Zone,16.50,0.75
03-03-2019,13,28,37,62,37,Kharadi,127.6,Green Zone,18.50,0.84
03-03-2019,15,33,15,221,41,Magarpatta,287.2,Yellow Zone,7.50,0.34
03-03-2019,44,53,53,221,66,Koregaon Park,349.9,Red Zone,26.50,1.20
04-03-2019,16,39,89,139,89,Kharadi,268.3,Yellow Zone,44.50,2.02
04-03-2019,33,55,62,221,69,Baner,353.9,Red Zone,31.00,1.41
04-03-2019,14,37,49,221,49,Koregaon Park,320.1,Red Zone,24.50,1.11
05-03-2019,34,73,53,221,91,Hinjewadi,358.9,Red Zone,26.50,1.20
05-03-2019,13,22,32,88,32,Koregaon Park,147.5,Green Zone,16.00,0.73
05-03-2019,14,24,31,221,31,Baner,294.8,Yellow Zone,15.50,0.70
06-03-2019,10,66,173,221,149,Kharadi,450,Red Zone,86.50,3.93
06-03-2019,12,59,102,328,101,Magarpatta,499.9,Red Zone,51.00,2.32
06-03-2019,15,45,102,221,101,Magarpatta,373.9,Red Zone,51.00,2.32
07-03-2019,12,66,224,221,183,Viman Nagar,496.9,Red Zone,112.00,5.09
07-03-2019,22,75,199,340,166,Koregaon Park,616.6,Red Zone,99.50,4.52
07-03-2019,32,65,151,221,134,Magarpatta,440.5,Red Zone,75.50,3.43
08-03-2019,9,54,147,221,131,Koregaon Park,417.7,Red Zone,73.50,3.34
08-03-2019,18,41,122,221,115,Magarpatta,390.6,Red Zone,61.00,2.77
08-03-2019,22,46,145,226,130,Viman Nagar,422.3,Red Zone,72.50,3.30
09-03-2019,11,70,141,221,127,Kharadi,424.5,Red Zone,70.50,3.20
09-03-2019,17,33,103,221,102,Baner,367.4,Red Zone,51.50,2.34
09-03-2019,24,39,140,277,127,Magarpatta,470,Red Zone,70.00,3.18
10-03-2019,17,48,109,221,106,Viman Nagar,383.3,Red Zone,54.50,2.48
10-03-2019,20,30,99,222,99,Baner,364.3,Red Zone,49.50,2.25
10-03-2019,12,67,133,221,122,Baner,415.7,Red Zone,66.50,3.02
11-03-2019,15,78,211,221,174,Magarpatta,495.1,Red Zone,105.50,4.80
11-03-2019,13,60,104,221,103,Magarpatta,385.2,Red Zone,52.00,2.36
12-03-2019,15,83,201,221,167,Viman Nagar,489.6,Red Zone,100.50,4.57
13-03-2019,15,77,174,221,149,Magarpatta,461.1,Red Zone,87.00,3.95
13-03-2019,22,33,98,220,98,Magarpatta,364.3,Red Zone,49.00,2.23
14-03-2019,10,70,186,221,157,Viman Nagar,464.5,Red Zone,93.00,4.23
14-03-2019,17,47,121,221,114,Kharadi,393.4,Red Zone,60.50,2.75
14-03-2019,19,37,92,136,92,Koregaon Park,267.8,Yellow Zone,46.00,2.09
15-03-2019,21,18,216,309,177,Hinjewadi,557.4,Red Zone,108.00,4.91
15-03-2019,8,65,174,221,149,Viman Nagar,449.2,Red Zone,87.00,3.95
15-03-2019,17,32,95,221,95,Baner,359.5,Red Zone,47.50,2.16
16-03-2019,14,27,102,221,101,Koregaon Park,360.8,Red Zone,51.00,2.32
16-03-2019,9,70,158,221,139,Koregaon Park,438.8,Red Zone,79.00,3.59
16-03-2019,20,47,140,241,127,Magarpatta,434,Red Zone,70.00,3.18
17-03-2019,9,76,208,221,172,Koregaon Park,488,Red Zone,104.00,4.73
17-03-2019,19,31,112,203,108,Koregaon Park,355.3,Red Zone,56.00,2.55
18-03-2019,23,45,164,268,143,Hinjewadi,485.4,Red Zone,82.00,3.73
18-03-2019,10,65,180,221,153,Viman Nagar,455.6,Red Zone,90.00,4.09
18-03-2019,16,42,119,221,113,Hinjewadi,387.6,Red Zone,59.50,2.70
19-03-2019,9,81,124,221,116,Hinjewadi,415.9,Red Zone,62.00,2.82
19-03-2019,16,34,83,221,83,Hinjewadi,349.6,Red Zone,41.50,1.89
20-03-2019,22,38,80,211,80,Hinjewadi,341.7,Red Zone,40.00,1.82
20-03-2019,11,72,104,221,103,Kharadi,392.6,Red Zone,52.00,2.36
20-03-2019,22,29,40,221,40,Viman Nagar,310.4,Red Zone,20.00,0.91
21-03-2019,10,81,89,221,101,Kharadi,384.9,Red Zone,44.50,2.02
21-03-2019,14,32,80,221,80,Baner,344.5,Red Zone,40.00,1.82
21-03-2019,18,26,81,142,81,Baner,256.3,Yellow Zone,40.50,1.84
22-03-2019,10,84,171,221,147,Kharadi,460.8,Red Zone,85.50,3.89
22-03-2019,33,34,91,221,91,Koregaon Park,365.3,Red Zone,45.50,2.07
22-03-2019,21,29,107,196,105,Kharadi,342.7,Red Zone,53.50,2.43
23-03-2019,10,80,190,221,160,Viman Nagar,475.1,Red Zone,95.00,4.32
23-03-2019,21,44,84,221,84,Kharadi,360,Red Zone,42.00,1.91
24-03-2019,10,80,175,221,150,Magarpatta,461.6,Red Zone,87.50,3.98
24-03-2019,22,31,111,221,107,Koregaon Park,375.7,Red Zone,55.50,2.52
24-03-2019,18,34,104,187,103,Kharadi,332.1,Red Zone,52.00,2.36
25-03-2019,8,81,130,221,120,Hinjewadi,420.8,Red Zone,65.00,2.95
25-03-2019,17,31,114,182,109,Kharadi,333,Red Zone,57.00,2.59
25-03-2019,17,47,60,337,60,Baner,466.1,Red Zone,30.00,1.36
26-03-2019,38,72,305,221,255,Magarpatta,587,Red Zone,152.50,6.93
27-03-2019,32,89,202,221,168,Baner,503.2,Red Zone,101.00,4.59
27-03-2019,26,86,148,221,132,Koregaon Park,449.5,Red Zone,74.00,3.36
27-03-2019,18,71,125,252,117,Magarpatta,448.4,Red Zone,62.50,2.84
28-03-2019,35,96,140,221,127,Hinjewadi,453.8,Red Zone,70.00,3.18
28-03-2019,14,63,122,221,115,Magarpatta,404,Red Zone,61.00,2.77
28-03-2019,24,74,88,383,93,Hinjewadi,564.3,Red Zone,44.00,2.00
29-03-2019,36,106,225,221,183,Viman Nagar,537.8,Red Zone,112.50,5.11
29-03-2019,18,54,94,248,94,Viman Nagar,404.2,Red Zone,47.00,2.14
30-03-2019,38,60,220,221,180,Koregaon Park,502.1,Red Zone,110.00,5.00
30-03-2019,26,37,134,221,123,Baner,402.6,Red Zone,67.00,3.05
31-03-2019,19,23,35,70,35,Koregaon Park,134.1,Green Zone,17.50,0.80
31-03-2019,32,60,194,221,163,Kharadi,475.7,Red Zone,97.00,4.41
31-03-2019,15,25,58,221,58,Hinjewadi,320.3,Red Zone,29.00,1.32
01-04-2019,44,74,38,221,93,Viman Nagar,351.1,Red Zone,19.00,0.86
01-04-2019,13,15,41,71,41,Baner,132,Green Zone,20.50,0.93
02-04-2019,44,63,62,221,79,Magarpatta,365,Red Zone,31.00,1.41
02-04-2019,13,27,30,221,34,Magarpatta,295.5,Yellow Zone,15.00,0.68
02-04-2019,14,16,24,49,24,Baner,93.7,Green Zone,12.00,0.55
03-04-2019,21,32,60,173,60,Baner,277.2,Yellow Zone,30.00,1.36
03-04-2019,18,38,74,221,74,Koregaon Park,345.3,Red Zone,37.00,1.68
03-04-2019,33,63,55,221,79,Kharadi,353.2,Red Zone,27.50,1.25
04-04-2019,35,86,55,221,106,Magarpatta,370.3,Red Zone,27.50,1.25
05-04-2019,11,23,103,246,102,Viman Nagar,384.9,Red Zone,51.50,2.34
05-04-2019,10,63,156,221,137,Kharadi,432.6,Red Zone,78.00,3.55
05-04-2019,11,33,107,221,105,Kharadi,368,Red Zone,53.50,2.43
06-04-2019,12,80,275,221,225,Hinjewadi,552.6,Red Zone,137.50,6.25
06-04-2019,14,48,129,221,119,Hinjewadi,399.8,Red Zone,64.50,2.93
06-04-2019,14,73,179,461,153,Viman Nagar,726.3,Red Zone,89.50,4.07
07-04-2019,13,78,258,221,208,Baner,536.4,Red Zone,129.00,5.86
07-04-2019,17,67,147,290,131,Kharadi,506.7,Red Zone,73.50,3.34
08-04-2019,63,66,152,221,135,Hinjewadi,457.6,Red Zone,76.00,3.45
08-04-2019,13,78,290,221,240,Hinjewadi,565.2,Red Zone,145.00,6.59
09-04-2019,10,80,205,221,170,Koregaon Park,488.6,Red Zone,102.50,4.66
09-04-2019,60,63,148,221,132,Kharadi,450.4,Red Zone,74.00,3.36
09-04-2019,63,65,198,332,165,Kharadi,620.4,Red Zone,99.00,4.50
10-04-2019,11,65,216,221,177,Viman Nagar,488.5,Red Zone,108.00,4.91
10-04-2019,12,56,162,244,141,Koregaon Park,459.4,Red Zone,81.00,3.68
10-04-2019,31,67,163,221,142,Viman Nagar,452.2,Red Zone,81.50,3.70
11-04-2019,12,82,210,221,173,Baner,495.5,Red Zone,105.00,4.77
11-04-2019,17,72,137,272,125,Koregaon Park,481.4,Red Zone,68.50,3.11
11-04-2019,26,73,145,221,130,Kharadi,437.7,Red Zone,72.50,3.30
12-04-2019,17,62,150,221,133,Magarpatta,430,Red Zone,75.00,3.41
12-04-2019,19,62,198,355,165,Baner,621.6,Red Zone,99.00,4.50
12-04-2019,11,73,208,221,172,Viman Nagar,486.9,Red Zone,104.00,4.73
13-04-2019,10,74,140,221,127,Hinjewadi,425.9,Red Zone,70.00,3.18
13-04-2019,15,65,158,221,139,Koregaon Park,438.3,Red Zone,79.00,3.59
13-04-2019,16,48,108,215,105,Koregaon Park,375.3,Red Zone,54.00,2.45
14-04-2019,9,84,140,221,127,Kharadi,432.4,Red Zone,70.00,3.18
14-04-2019,15,76,96,252,96,Baner,424.3,Red Zone,48.00,2.18
14-04-2019,14,69,136,221,124,Koregaon Park,420.8,Red Zone,68.00,3.09
15-04-2019,12,81,147,236,131,Magarpatta,454.6,Red Zone,73.50,3.34
15-04-2019,10,83,152,221,135,Koregaon Park,443,Red Zone,76.00,3.45
16-04-2019,19,62,137,221,125,Koregaon Park,419.3,Red Zone,68.50,3.11
16-04-2019,11,72,170,221,147,Hinjewadi,452,Red Zone,85.00,3.86
17-04-2019,19,80,115,221,110,Koregaon Park,412.1,Red Zone,57.50,2.61
17-04-2019,12,75,154,221,136,Magarpatta,440.2,Red Zone,77.00,3.50
17-04-2019,17,52,119,274,113,Baner,453.4,Red Zone,59.50,2.70
18-04-2019,15,43,123,260,115,Hinjewadi,434.3,Red Zone,61.50,2.80
18-04-2019,21,91,107,221,111,Viman Nagar,413.6,Red Zone,53.50,2.43
18-04-2019,15,74,195,221,163,Magarpatta,477.9,Red Zone,97.50,4.43
19-04-2019,27,55,96,207,96,Viman Nagar,366.1,Red Zone,48.00,2.18
19-04-2019,12,73,174,221,149,Baner,456.8,Red Zone,87.00,3.95
20-04-2019,12,73,163,221,142,Baner,446.9,Red Zone,81.50,3.70
20-04-2019,13,27,139,295,126,Hinjewadi,475,Red Zone,69.50,3.16
21-04-2019,13,55,155,221,137,Kharadi,427.6,Red Zone,77.50,3.52
21-04-2019,19,93,142,255,128,Kharadi,482.9,Red Zone,71.00,3.23
21-04-2019,21,98,180,221,153,Hinjewadi,484.2,Red Zone,90.00,4.09
22-04-2019,11,54,204,221,169,Viman Nagar,470,Red Zone,102.00,4.64
22-04-2019,21,59,187,251,158,Baner,496.2,Red Zone,93.50,4.25
22-04-2019,16,79,149,221,133,Kharadi,440.5,Red Zone,74.50,3.39
23-04-2019,12,53,182,221,155,Viman Nagar,450,Red Zone,91.00,4.14
23-04-2019,17,71,161,221,141,Hinjewadi,446.2,Red Zone,80.50,3.66
24-04-2019,23,43,102,221,101,Viman Nagar,376.5,Red Zone,51.00,2.32
24-04-2019,17,31,130,317,120,Koregaon Park,495.9,Red Zone,65.00,2.95
24-04-2019,11,53,165,221,143,Magarpatta,434.2,Red Zone,82.50,3.75
25-04-2019,12,60,152,221,135,Magarpatta,427.9,Red Zone,76.00,3.45
25-04-2019,44,51,230,221,187,Hinjewadi,507.8,Red Zone,115.00,5.23
26-04-2019,15,76,173,221,149,Hinjewadi,459.5,Red Zone,86.50,3.93
26-04-2019,18,70,160,253,140,Hinjewadi,480.3,Red Zone,80.00,3.64
26-04-2019,59,42,104,221,103,Viman Nagar,395.6,Red Zone,52.00,2.36
26-04-2019,20,52,117,191,111,Magarpatta,361.8,Red Zone,58.50,2.66
27-04-2019,26,37,167,349,145,Baner,573.1,Red Zone,83.50,3.80
27-04-2019,15,83,191,221,161,Baner,480.6,Red Zone,95.50,4.34
28-04-2019,12,75,116,221,111,Kharadi,406,Red Zone,58.00,2.64
28-04-2019,19,61,80,211,80,Hinjewadi,356.3,Red Zone,40.00,1.82
29-04-2019,21,77,80,261,96,Viman Nagar,423.5,Red Zone,40.00,1.82
29-04-2019,25,60,92,221,92,Baner,380.4,Red Zone,46.00,2.09
29-04-2019,14,73,152,221,135,Viman Nagar,438,Red Zone,76.00,3.45
30-04-2019,12,74,115,221,110,Baner,404.4,Red Zone,57.50,2.61
01-05-2019,11,76,88,221,95,Hinjewadi,381,Red Zone,44.00,2.00
02-05-2019,14,22,32,221,32,Viman Nagar,294.3,Yellow Zone,16.00,0.73
02-05-2019,17,24,147,256,131,Hinjewadi,439.2,Red Zone,73.50,3.34
02-05-2019,17,24,147,256,131,Kharadi,439.2,Red Zone,73.50,3.34
02-05-2019,12,74,95,221,95,Kharadi,386.4,Red Zone,47.50,2.16
03-05-2019,15,17,54,102,54,Kharadi,180.2,Green Zone,27.00,1.23
03-05-2019,42,60,43,221,75,Viman Nagar,344.8,Red Zone,21.50,0.98
03-05-2019,13,52,46,221,65,Magarpatta,327.4,Red Zone,23.00,1.05
04-05-2019,30,49,24,221,61,Baner,314,Red Zone,12.00,0.55
04-05-2019,14,30,32,110,38,Baner,177.8,Green Zone,16.00,0.73
04-05-2019,14,9,33,221,33,Hinjewadi,286.1,Yellow Zone,16.50,0.75
05-05-2019,32,36,65,179,65,Viman Nagar,296.6,Yellow Zone,32.50,1.48
05-05-2019,27,28,72,221,72,Koregaon Park,341,Red Zone,36.00,1.64
05-05-2019,14,9,86,221,86,Magarpatta,333.8,Red Zone,43.00,1.95
06-05-2019,16,9,141,221,127,Magarpatta,384.3,Red Zone,70.50,3.20
06-05-2019,17,39,167,221,145,Kharadi,429.2,Red Zone,83.50,3.80
07-05-2019,27,65,117,220,111,Baner,406.3,Red Zone,58.50,2.66
07-05-2019,19,55,272,221,222,Magarpatta,535.9,Red Zone,136.00,6.18
07-05-2019,19,9,213,221,175,Hinjewadi,450.6,Red Zone,106.50,4.84
08-05-2019,12,77,157,221,138,Viman Nagar,444.3,Red Zone,78.50,3.57
08-05-2019,21,64,185,221,157,Baner,464.9,Red Zone,92.50,4.20
08-05-2019,38,66,126,228,117,Koregaon Park,429.4,Red Zone,63.00,2.86
09-05-2019,29,78,166,221,144,Viman Nagar,461.6,Red Zone,83.00,3.77
09-05-2019,12,79,148,221,132,Hinjewadi,437.6,Red Zone,74.00,3.36
09-05-2019,28,66,147,312,131,Koregaon Park,535.7,Red Zone,73.50,3.34
10-05-2019,46,55,176,255,151,Kharadi,500.4,Red Zone,88.00,4.00
10-05-2019,12,79,176,221,151,Magarpatta,462.8,Red Zone,88.00,4.00
10-05-2019,38,88,154,221,136,Kharadi,462.3,Red Zone,77.00,3.50
11-05-2019,43,40,109,223,106,Magarpatta,392.9,Red Zone,54.50,2.48
11-05-2019,12,82,184,221,156,Hinjewadi,472.1,Red Zone,92.00,4.18
12-05-2019,23,54,111,170,107,Baner,336.2,Red Zone,55.50,2.52
12-05-2019,29,54,114,221,109,Koregaon Park,398,Red Zone,57.00,2.59
12-05-2019,11,82,137,221,125,Viman Nagar,429.3,Red Zone,68.50,3.11
13-05-2019,15,82,198,221,165,Magarpatta,486.2,Red Zone,99.00,4.50
13-05-2019,20,44,103,246,102,Koregaon Park,404.1,Red Zone,51.50,2.34
14-05-2019,39,60,121,221,114,Kharadi,413.5,Red Zone,60.50,2.75
14-05-2019,14,83,186,221,157,Viman Nagar,475.6,Red Zone,93.00,4.23
15-05-2019,39,57,111,221,107,Koregaon Park,402.4,Red Zone,55.50,2.52
15-05-2019,13,83,148,221,132,Viman Nagar,440.9,Red Zone,74.00,3.36
15-05-2019,36,34,108,327,105,Viman Nagar,498.7,Red Zone,54.00,2.45
16-05-2019,14,83,169,221,146,Hinjewadi,460.3,Red Zone,84.50,3.84
16-05-2019,38,53,113,221,109,Magarpatta,400.9,Red Zone,56.50,2.57
16-05-2019,24,61,112,245,108,Baner,425,Red Zone,56.00,2.55
17-05-2019,33,56,141,221,127,Hinjewadi,425.7,Red Zone,70.50,3.20
17-05-2019,27,38,124,201,116,Viman Nagar,372.8,Red Zone,62.00,2.82
17-05-2019,13,83,185,221,157,Baner,474.2,Red Zone,92.50,4.20
18-05-2019,36,64,175,221,150,Magarpatta,463.4,Red Zone,87.50,3.98
18-05-2019,12,73,171,221,147,Baner,454.1,Red Zone,85.50,3.89
18-05-2019,28,64,115,266,110,Kharadi,454.9,Red Zone,57.50,2.61
19-05-2019,13,80,209,221,173,Baner,493.7,Red Zone,104.50,4.75
19-05-2019,33,77,153,221,135,Magarpatta,451.2,Red Zone,76.50,3.48
19-05-2019,29,75,111,180,107,Baner,364.9,Red Zone,55.50,2.52
20-05-2019,13,83,178,221,152,Viman Nagar,467.9,Red Zone,89.00,4.05
20-05-2019,24,34,140,359,127,Baner,556.7,Red Zone,70.00,3.18
21-05-2019,13,82,178,221,152,Kharadi,467.2,Red Zone,89.00,4.05
22-05-2019,32,87,164,291,143,Magarpatta,544.6,Red Zone,82.00,3.73
22-05-2019,22,55,114,221,109,Hinjewadi,395.2,Red Zone,57.00,2.59
22-05-2019,14,81,186,221,157,Magarpatta,474.2,Red Zone,93.00,4.23
23-05-2019,19,35,126,221,117,Baner,390.5,Red Zone,63.00,2.86
23-05-2019,16,82,184,221,156,Koregaon Park,474.1,Red Zone,92.00,4.18
23-05-2019,21,73,134,312,123,Magarpatta,525.4,Red Zone,67.00,3.05
